Duration (in seconds),RecordedDate,ResponseId,Q-prolific-mturk,q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use_1,Q-substance-use_2,Q-substance-use_3,Q-personal_1,Q-personal_2,Q-life-changes,Q-control,Q-altruism,Q-bonus-05,Q-bonus-20,Q-bonus-50,Q-data-value-05,Q-data-value-20,Q-data-value-50,Q-data-value-100,Q-data-value-any,Q-data-value-any_1_TEXT,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society,Q-attn-check,showdata,incentive,connect
630,12/25/2022 11:41:51,R_6RnwaFhoku7DJ5v,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,New Jersey,2,2,Less than 5 times per month,Yes,Yes,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
678,12/25/2022 11:47:15,R_RCVXIEUXgJrUx4R,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Washington,1 (just me!),2,Less than 5 times per month,No,Yes,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes,I don't know,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
417,12/25/2022 11:51:07,R_QlxjHfQFVqwOehX,Yes,18 - 24 years,No,Black or African American,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),North Carolina,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
615,12/25/2022 12:13:20,R_aXKdpMinM7xCmrv,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Tennessee,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Lost a job ,,Consent to share,,,,,,,,,,No,No,Yes,No,No,"Yes,No,I don't know",false,altruism,
354,12/25/2022 12:23:02,R_O8Wb9DhS9QWdXnb,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Male,LGBTQ+,New York,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",true,altruism,
298,12/25/2022 12:40:11,R_3I9lfJCbLgXX1Kx,Yes,18 - 24 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Illinois,1 (just me!),4+,Less than 5 times per month,No,Yes,I stopped in the recent past,Yes,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
441,12/25/2022 12:43:17,R_3lVoh2siFoBAhMl,No,25 - 34 years,No,White or Caucasian,Prefer not to say,Prefer not to say,Female,prefer not to say,Illinois,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,Yes,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know,"Yes,No,I don't know",true,bonus-05,
455,12/25/2022 12:53:07,R_1E09cCgzMzFPS25,Yes,35 - 44 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Illinois,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence",,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
708,12/25/2022 13:21:49,R_2E0Q3pbtzJQqLg7,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Florida,2,2,5 - 10 times per month,No,Yes,No,Yes,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,bonus-20,
215,12/25/2022 13:41:03,R_3KvgBFUDLrixRfk,No,35 - 44 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes,Yes,No,Yes,Yes,"Yes,No,I don't know",false,altruism,
291,12/25/2022 13:43:53,R_5hWKehP25oUtwlj,Yes,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$150,000 or more",Female,heterosexual (straight),Illinois,1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No,,Decline,,,,,Yes,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",true,control,
330,12/25/2022 14:20:25,R_3HH9xydkBK2pwDz,No,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,,,Decline,,,,No,No,More than $1.00 (enter amount),10,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-20,
398,12/25/2022 14:27:27,R_216xuriUk2Z7xTX,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Ohio,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,altruism,
486,12/25/2022 14:48:21,R_3n9iNltLsRTp5H8,Yes,55 - 64 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),California,2,4+,Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,control,
309,12/25/2022 14:48:22,R_RREIEbVUb6F2t2h,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Florida,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,Yes,No,,,Consent to share,,,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",false,altruism,
401,12/25/2022 14:59:58,R_3rNwk3qS128aXTZ,No,45 - 54 years,Yes,"White or Caucasian,American Indian/Native American or Alaska Native",High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,Louisiana,1 (just me!),2,5 - 10 times per month,Yes,Yes,Yes,Yes,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
1088,12/25/2022 16:09:28,R_1NDiWYuyBol2BgP,Yes,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Pennsylvania,2,4+,Less than 5 times per month,Yes,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
853,12/25/2022 16:36:15,R_pSqKYKXibjE1auZ,Yes,55 - 64 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Kansas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,
347,12/25/2022 16:50:08,R_Dkvp1Gw3u0rSLMB,No,25 - 34 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Ohio,1 (just me!),3,Less than 5 times per month,Yes,Yes,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,I don't know,Yes,Yes,"Yes,No,I don't know",false,bonus-50,
250,12/25/2022 16:52:57,R_216bCmDHZYPaK04,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Nevada,2,2,5 - 10 times per month,No,I stopped in the recent past,No,No,No,,Consent to share,,,,,,,,,,,No,No,I don't know,No,No,"Yes,No,I don't know",true,control,
319,12/25/2022 17:06:31,R_OqFCNCGYAFOqwAp,Yes,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),Tennessee,2,3,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
381,12/25/2022 17:54:52,R_2QfACJcif9NnW0C,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Florida,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes,No,Yes,I don't know,I don't know,"Yes,No,I don't know",false,bonus-50,
482,12/25/2022 19:38:06,R_3JeCQU6faeEMOg5,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,LGBTQ+,Arkansas,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,I don't know,I don't know,Yes,"Yes,No,I don't know",true,bonus-50,
564,12/25/2022 20:17:33,R_27BfOS1CaffIoNs,No,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),New Jersey,3,4+,More than 10 times per month,No,Yes,Yes,No,No,,,,Decline,,,,Yes,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,bonus-05,
588,12/25/2022 20:20:02,R_3IsVeutDyfOL4I1,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),New York,2,4+,More than 10 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes,Yes,Yes,Yes,"Yes,No,I don't know",false,altruism,
292,12/25/2022 20:32:43,R_3k5JabbpW5kTO7M,No,45 - 54 years,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),Pennsylvania,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,control,
542,12/25/2022 20:38:17,R_4TM7Jqm5dmNANMJ,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),California,4+,4+,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,,,,Decline,,,,No,More than $1.00 (enter amount),200,Yes,Yes,No,Yes,I don't know,"Yes,No,I don't know",true,bonus-50,
437,12/25/2022 21:18:39,R_3HLDYzLgNc7CV2x,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,LGBTQ+,Illinois,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
268,12/25/2022 21:26:34,R_1F5LdE5ipIiHqwA,No,35 - 44 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Other,LGBTQ+,New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",true,bonus-20,
538,12/25/2022 21:58:51,R_3O1jDzQfGVRDdNc,No,25 - 34 years,No,American Indian/Native American or Alaska Native,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Colorado,2,3,Less than 5 times per month,No,No,I stopped in the recent past,No,No,Moved place of residence,,,Decline,,,,No,No,No,More than $1.00 (enter amount),100,No,No,No,No,Yes,"Yes,No,I don't know",true,bonus-05,
225,12/25/2022 22:32:58,R_6PtikqNXw6W58Od,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Washington,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence",,Consent to share,,,,,,,,,,Yes if I get part of the profit,No,Yes,I don't know,I don't know,"Yes,No,I don't know",true,altruism,
369,12/25/2022 22:47:16,R_2y47f0OMWqlHGi4,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,Maryland,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,No,No,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
397,12/25/2022 22:47:36,R_2e22WIu9GyCivaX,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Other,LGBTQ+,Ohio,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,I don't know,"Yes,No,I don't know",false,control,
456,12/25/2022 23:02:07,R_2tm9zMPq8ZzYFPK,No,55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Virginia,2,2,5 - 10 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,I don't know,No,Yes,"Yes,No,I don't know",true,bonus-20,
834,12/25/2022 23:16:19,R_1qU5mT6xlj8KYSL,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,Texas,1 (just me!),2,5 - 10 times per month,No,No,No,Yes,No,Lost a job ,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,bonus-05,
389,12/25/2022 23:40:58,R_2vc7YdjyFEaOa95,No,35 - 44 years,No,White or Caucasian,Some high school or less,"Less than $25,000",Male,heterosexual (straight),Texas,1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,Yes,,,Decline,,,,No,No,No,No,I would not consent to share my data for any amount.,,No,No,I don't know,No,No,"Yes,No,I don't know",true,altruism,
465,12/25/2022 23:49:32,R_D0Igocfec79s8eJ,No,18 - 24 years,No,Other,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,New York,1 (just me!),2,Less than 5 times per month,Prefer not to say,Prefer not to say,Yes,No,No,"Lost a job ,Moved place of residence",,Consent to share,,,,,,,,,,Yes if I get part of the profit,No,No,No,No,"Yes,No,I don't know",false,altruism,
470,12/26/2022 0:33:38,R_1gHhDdECVeUwMRt,Yes,25 - 34 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","Less than $25,000",Female,heterosexual (straight),Georgia,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),10000,No,No,No,No,No,"Yes,No,I don't know",false,bonus-05,
536,12/26/2022 2:23:20,R_0BCm9hRP9iTI081,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Colorado,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",true,bonus-50,
918,12/26/2022 2:51:19,R_DpNpJSwByhJOFrP,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Illinois,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,control,
860,12/26/2022 4:28:06,R_vMijnnNdSbSLScV,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),North Carolina,2,2,More than 10 times per month,No,No,Yes,Yes,Yes,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know,"Yes,No,I don't know",true,bonus-05,
747,12/26/2022 5:16:34,R_1BPepcPkpmd3HIv,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Indiana,1 (just me!),1 (just me!),5 - 10 times per month,Yes,I stopped in the recent past,Yes,No,No,,,Consent to share,,,,,,,,,,No,No,I don't know,No,Yes,"Yes,No,I don't know",false,altruism,
356,12/26/2022 6:27:38,R_2dXwiYpA2ystzCd,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),Massachusetts,2,3,Less than 5 times per month,Yes,Yes,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,bonus-20,
282,12/26/2022 7:20:11,R_12KdI9rASwBsy9C,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Ohio,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know,"Yes,No,I don't know",true,altruism,
481,12/26/2022 7:40:22,R_3GdnvxSWjKsWkLO,Yes,45 - 54 years,No,Black or African American,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,control,
324,12/26/2022 7:54:05,R_2AKmlpuYamEE1sg,No,35 - 44 years,No,"White or Caucasian,Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),Michigan,2,2,5 - 10 times per month,No,No,No,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-50,
605,12/26/2022 8:09:21,R_3GlIwV2g1kDWJAg,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,Decline,,,,Yes,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,altruism,
512,12/26/2022 8:23:20,R_vugDbLAgPwVaKZ3,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Wisconsin,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,altruism,
482,12/26/2022 8:26:02,R_sSS0daJNfCFuPzr,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Arizona,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Decline,,,,,No,No,No,No,I would not consent to share my data for any amount.,,No,No,I don't know,I don't know,No,"Yes,No,I don't know",false,control,
705,12/26/2022 11:52:07,R_1MMP47rgh3ubRwP,No,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,control,
356,12/26/2022 11:53:40,R_1gbgvUaYtbFddFK,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Missouri,2,2,5 - 10 times per month,Yes,No,No,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-50,
462,12/26/2022 11:58:47,R_3KrvpeZlKQp0A3M,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Utah,3,2,Less than 5 times per month,Yes,No,Yes,No,No,,,,Decline,,,,Yes,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-05,
334,12/26/2022 12:01:14,R_1F8kBHmvN5XyD9g,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Arkansas,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes,Yes,Yes,Yes,I don't know,"Yes,No,I don't know",true,bonus-20,
264,12/26/2022 12:03:28,R_1DO0yCFWRZwNW8m,No,25 - 34 years,No,"White or Caucasian,Asian",Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Texas,2,2,5 - 10 times per month,No,No,Yes,Yes,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",true,bonus-50,
294,12/26/2022 12:04:30,R_3EMSI0TXB7sUjN4,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),Alabama,2,1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-05,
308,12/26/2022 12:05:14,R_4GvI4THH986f6nL,No,18 - 24 years,Yes,Other,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Massachusetts,1 (just me!),2,Less than 5 times per month,No,Prefer not to say,Prefer not to say,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,bonus-20,
693,12/26/2022 12:06:08,R_10xh23ROf2jC9rP,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Georgia,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
480,12/26/2022 12:06:12,R_qXDaCjFmNq4ukZr,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Arizona,1 (just me!),3,Less than 5 times per month,Yes,Yes,Yes,No,No,"Lost a job ,Moved place of residence",Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,control,
540,12/26/2022 12:06:29,R_3G2FrnXm2CdS0gc,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,I don't know,I don't know,I don't know,"Yes,No,I don't know",true,bonus-05,
474,12/26/2022 12:06:41,R_3r1awAz8bjvcTAL,Yes,45 - 54 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Pennsylvania,4+,4+,5 - 10 times per month,Yes,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,altruism,
474,12/26/2022 12:08:39,R_2awuEacPaWBUkGg,Yes,18 - 24 years,No,"White or Caucasian,Black or African American,Asian",High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,New York,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,Moved place of residence,Consent to share,,,,,,,,,,,I don't know,I don't know,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,control,
368,12/26/2022 12:14:56,R_OC38K2RfFoy2BBD,No,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,Decline,,,,,No,Yes,,,,,No,No,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,control,
505,12/26/2022 12:18:44,R_2WNFMcrGIyQb4Ey,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,New Jersey,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,Decline,,,,No,No,No,Yes,,,No,No,No,No,Yes,"Yes,No,I don't know",true,altruism,
480,12/26/2022 12:18:58,R_8Gh3QNJaErI64hz,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),New York,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,,,,,Decline,,,,No,No,More than $1.00 (enter amount),10000,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,
399,12/26/2022 12:20:14,R_3qPcCdLxB7UEZaz,No,25 - 34 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Texas,2,4+,Less than 5 times per month,Yes,Yes,Yes,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,bonus-05,
346,12/26/2022 12:21:54,R_R2Lbbuc6GNXGSAN,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,LGBTQ+,Illinois,4+,3,Less than 5 times per month,No,Prefer not to say,No,Yes,No,,,,,Decline,,,,No,No,More than $1.00 (enter amount),100.00,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,
750,12/26/2022 12:25:36,R_3ipMSGFZREpVy5r,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,Delaware,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-50,
500,12/26/2022 12:34:00,R_82FcUS7YwWY5VlL,No,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Missouri,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,No,No,No,,Consent to share,,,,,,,,,,,No,No,I don't know,No,No,"Yes,No,I don't know",true,control,
240,12/26/2022 15:04:30,R_2aIBZFEO1VsI6xB,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Arizona,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
